Frame, Obj,X,Y,Z,Doppler,Intensity
391,8,0,6.8945,0.25977,-0.25686,110
391,8,0,6.918,0.61133,-0.25686,100
391,8,0.21875,6.9551,0.63477,-0.25686,90
393,10,-0.21484,6.8359,0.47461,0.25686,96
393,10,0,6.8633,0.70703,0.25686,104
393,10,0,6.877,0.96875,0.25686,90
393,10,0,6.9453,0.76563,0.25686,79
393,10,0,6.8496,0.29492,-0.25686,109
393,10,0.21484,6.8848,0.41406,-0.25686,115
393,10,0.43359,6.8945,0.70703,-0.25686,92
393,10,0.4375,6.9609,0.4375,-0.25686,73
393,10,-2.3867,3.5859,-5.4453,-0.25686,53
393,10,-2.4023,3.0664,-5.8027,-0.25686,47
394,20,-0.21484,6.8262,-0.60156,0,42
394,20,0.21484,6.8926,-0.24414,0,45
394,20,0,6.9375,-0.29883,0,40
394,20,-0.21289,6.7813,0.61328,0.25686,87
394,20,-0.21484,6.8008,0.83984,0.25686,204
394,20,0,6.7871,1.2402,0.25686,226
394,20,0,6.7227,1.7383,0.25686,193
394,20,0.21875,6.7891,1.6406,0.25686,161
394,20,0.2207,7.002,0.60352,0.25686,91
394,20,0,6.582,2.0703,0.51373,71
394,20,0,6.7871,-0.97461,-0.51373,88
394,20,0,6.8438,-0.88477,-0.51373,94
394,20,0,6.918,-0.5957,-0.51373,83
394,20,0,6.9434,-0.79492,-0.51373,69
394,20,-0.21289,6.793,-0.47266,-0.25686,123
394,20,-0.21484,6.8438,-0.37305,-0.25686,265
394,20,0,6.9004,-0.056641,-0.25686,292
394,20,0.2168,6.9316,0.34375,-0.25686,251
394,20,0.21875,6.9824,0.1543,-0.25686,215
394,20,0.2207,6.959,-0.98633,-0.25686,124
395,18,1.4219,1.3672,0.15039,0.25686,124
395,18,1.4531,1.3887,0.2207,0.25686,158
395,18,1.4844,1.377,0.4082,0.25686,101
395,18,-0.42773,6.8203,0.56445,0.25686,115
395,18,-0.21484,6.8398,0.89063,0.25686,126
395,18,-0.2168,6.8281,1.2461,0.25686,110
395,18,0.21875,6.9277,0.88867,0.25686,95
395,18,1.5938,0.61523,0.41797,-0.25686,85
395,18,1.6328,0.62891,0.42969,-0.25686,84
395,18,1.4824,1.2988,-0.15234,-0.25686,161
395,18,1.5156,1.334,-0.082031,-0.25686,197
395,18,1.5488,1.3672,-0.0019531,-0.25686,120
395,18,0,6.8262,-0.63672,-0.25686,117
395,18,0,6.8691,-0.64453,-0.25686,132
395,18,0.2168,6.9414,-0.0039063,-0.25686,123
395,18,0.21875,6.9844,0.089844,-0.25686,112
395,18,-2.6035,3.0391,-5.6758,0.25686,58
395,18,-2.4023,2.793,-5.9395,0.25686,50
396,1,1.5156,1.3242,-0.1875,-0.25686,105
398,4,1.3594,1.4336,-0.089844,0.25686,91
398,4,1.3906,1.4688,-0.021484,0.25686,116
398,4,1.4219,1.3613,-0.1875,-0.25686,112
398,4,1.4531,1.3945,-0.18359,-0.25686,137
399,22,0,6.8555,0.058594,0,79
399,22,0.21484,6.8828,0.44531,0,86
399,22,0.2168,6.8984,0.76563,0,67
399,22,0,6.9844,0.22656,0,49
399,22,1.4824,0.78906,0.51563,0.25686,81
399,22,1.4082,1.0566,0.38477,0.25686,90
399,22,1.3594,1.4355,-0.064453,0.25686,121
399,22,1.3906,1.4668,0.042969,0.25686,152
399,22,0,6.8438,0.42773,0.25686,101
399,22,0.21484,6.8633,0.67969,0.25686,105
399,22,0.2168,6.8594,1.0566,0.25686,79
399,22,1.5391,0.69727,0.48828,-0.25686,90
399,22,1.5195,0.91992,0.30078,-0.25686,89
399,22,1.4219,1.3672,-0.14453,-0.25686,146
399,22,1.4531,1.4063,-0.03125,-0.25686,188
399,22,1.4844,1.416,0.24219,-0.25686,124
399,22,-0.42773,6.834,-0.3418,-0.25686,87
399,22,-0.21484,6.8965,0.048828,-0.25686,95
399,22,0,6.9023,0.76953,-0.25686,78
399,22,0,6.9531,0.70508,-0.25686,64
399,22,-2.4023,3.7363,-5.3945,0,26
399,22,1.5156,1.334,0.097656,0.25686,152
400,50,1.4219,1.3398,0.3125,0,195
400,50,1.4531,1.3887,0.22266,0,262
400,50,1.4844,1.4297,0.12695,0,171
400,50,0,6.7656,1.1133,0,69
400,50,0,6.7813,1.2754,0,65
400,50,1.4824,0.64648,0.6875,0.25686,151
400,50,1.3594,1.3535,0.47852,0.25686,369
400,50,1.4531,1.3242,0.4707,0.25686,484
400,50,1.4844,1.3535,0.48047,0.25686,306
400,50,-0.21289,6.7695,0.72461,0.25686,104
400,50,-0.21484,6.8086,0.77344,0.25686,204
400,50,0,6.8496,0.8418,0.25686,194
